doc_id,product_id,aspect_name,overall_sentiment,mentions_total,mentions_positive,mentions_negative,summary_text,doc_type,snippet_1_highlight,snippet_1_text,snippet_2_highlight,snippet_2_text,snippet_3_highlight,snippet_3_text
1e5399fe-25d4-43de-88b3-96e9252e6e78,B08QTVL6C5,Comfort,Mixed,18,6,12,"Customers have mixed opinions about the headphones' comfort, with some finding them comfortable while others report that they are very uncomfortable on the ear and can cause ear pain with continuous use.",aspect_summary,wearing not comfortable for long time use,"""...and nice, mic also nicely working only dislike is wearing not comfortable for long time use .""",very comfortable,"""...they look premium and at the same time they are light weight, are very comfortable ....""",ears pain a lot after continuous usage,"""...Sound quality is good. But no ANC and the ears pain a lot after continuous usage . Avoid at all costs...."""
1e6f38d7-01f0-4100-a91c-a041cb807f3d,B08QTVL6C5,Functionality,Mixed,17,8,9,"Customers report mixed experiences with the headphones' functionality, with some saying they work well and are useful, while others mention issues with the side not working and the microphone stopping intermittently.",aspect_summary,not working well,"""...However, in next 10-15 mins I realized that it's not working well ....""",Outstanding performance,"""...So it fits just on the ear. Outstanding performance .""",side was not working of headphone,"""...is Amazing bro, Literally I don't know that one of the side was not working of headphone it sound like two sides are working unless my father didn't..."""
bd315bdb-8037-4116-8595-69574f455753,B08QTVL6C5,Bluetooth connectivity,Mixed,9,3,6,"Customers have mixed experiences with the headphones' Bluetooth connectivity, with several reporting issues where the device keeps disconnecting.",aspect_summary,bluetooth kept disconnecting,"""...Lot of noise, bluetooth kept disconnecting and very next moment, I remove my headphone and 1st ear cover is out....""",good bluetooth connetivity,"""High quality headphone with powerful bass, good bluetooth connetivity and lightweight.""",bluetooth causes issues,"""...Good Sound Quality Cons:- - Sometimes it's bluetooth causes issues ...."""
66ae313c-e329-4fa1-8ea1-6df6b1157355,B08QTVL6C5,Fit,Negative,7,0,7,"Customers report discomfort with the headphones, noting that they are very tight on the head and can cause ear pain.",aspect_summary,very hard to put on ear,"""...use or 30 minutes because your ears will starts burning, it's very hard to put on ear and use for long time....""",clamp is also a bit tight,"""4stars because a little overpriced and the clamp is also a bit tight and painful and it requires some getting used to.""",not suitable for my head,"""As per our previous order JBL510bt is not suitable for my head ,so returns this on25.10.24..."""
196fb15a-beea-4fcf-92e1-27ce9a3de4bb,B0CCZ26B5V,Comfort,Positive,16,13,3,"Customers find these headphones comfortable, with one mentioning they can be worn for hours without discomfort.",aspect_summary,Very comfortable to wear,"""... Very comfortable to wear . Good connectivity for Bluetooth.""",sit comfortably,"""...The cups go around the ears and sit comfortably . Provides clear, balanced sound and a serene listening experience with exceptional noise cancellation.""",comfortable,"""Quality - Nice for starters. Premium-ish feel but decent. Light and comfortable . BT connectivity - Just fine...."""
e9e4a9b2-0f83-49e7-9d1d-3b11c22fbe57,B0CCZ26B5V,Value for money,Positive,15,11,4,Customers find these headphones worth their price.,aspect_summary,good price,"""...for around 17k after card discounts and everything, it is a really good price to own a ""Bose"", if you know what i mean....""",very low price,"""...The best reason was to get it at a very low price during the sale. Lower than I spent for the qc45s....""",worth the price,"""...But i still went for it trusting this brand and trust me its worth the price ..Amazing sound quality and perfect bass...."""
ecd4741a-2661-4c08-b29b-c2ecfc2c2b11,B0CCZ26B5V,Quality,Positive,9,9,0,"Customers find these headphones to be of good quality, with one customer specifically praising the noise cancellation feature.",aspect_summary,decent,"""Quality - Nice for starters. Premium-ish feel but decent . Light and comfortable. BT connectivity - Just fine....""",nc is pretty good,"""...But these are more comfortable. And nc is pretty good . Battery is alright. 22 hours I got. Great for travel. For audio?? Not so much....""",All good,"""... All good , happy that bought"""
b2194da0-6961-4a5a-be9f-83395022dcb5,B0CCZ26B5V,Battery life,Positive,7,7,0,Customers are satisfied with the headphones' battery life.,aspect_summary,perfect battery performance,"""...Super cool sound quality, perfect battery performance . no connection losing issues with my Samsung S23 even while sitting in a deferent room....""",battery life is great,"""...Lastly the battery life is great . People have written reviews regarding the battery, you must check those out. Cheers!""",Battery is alright,"""...But these are more comfortable. And nc is pretty good. Battery is alright . 22 hours I got. Great for travel. For audio?? Not so much...."""
fa163d13-b564-4c94-b76c-ef1c0fe7e7fa,B0CCZ26B5V,Weight,Positive,5,5,0,"Customers appreciate that the headphones are lightweight, with one mentioning they sit comfortably on the head.",aspect_summary,sit so lightly on the head,"""...being less is a great factor when it comes to comfort, they sit so lightly on the head and the earcups are large enough that there is no touching...""",lightweight design,"""...With their lightweight design , they’re perfect for extended use without discomfort. The cups go around the ears and sit comfortably....""",Light,"""Quality - Nice for starters. Premium-ish feel but decent. Light and comfortable. BT connectivity - Just fine...."""
dd1b749d-c798-41a4-87af-09a30e49cede,B0CCZ26B5V,Connectivity,Positive,4,4,0,"Customers appreciate the headphones' Bluetooth connectivity, with one mentioning there are no connection losing issues.",aspect_summary,Good connectivity for Bluetooth,"""...Very comfortable to wear. Good connectivity for Bluetooth .""",no connection losing issues,"""...Super cool sound quality, perfect battery performance. no connection losing issues with my Samsung S23 even while sitting in a deferent room....""",BT connectivity,"""...Premium-ish feel but decent. Light and comfortable. BT connectivity - Just fine...."""
53a00fa7-7d59-49a3-b191-4774c5d6afc9,B0CCZ26B5V,Sound quality,Mixed,35,23,12,"Customers have mixed opinions about the headphones' sound quality, with some praising the great sound and noise cancellation, while others report that the noise cancellation feature doesn't work.",aspect_summary,noise cancelling is better,"""...10 The noise cancelling is better than the XM4s by like a good 10-15%, you can tell difference in the first few seconds of...""",sound is top notch,"""...Very good build quality, sound is top notch , battery charges quickly and lasts for days. Very comfortable to wear. Good connectivity for Bluetooth.""",loudness could be a bit more,"""Although loudness could be a bit more , everything else about this headphone kicks a$$"""
ac8c6253-4ed3-43e9-87d4-52db0fd5fa37,B0CCZ26B5V,Build quality,Mixed,16,11,5,"Customers have mixed opinions about the headphones' build quality, with some praising their solid construction and decent materials, while others find them fragile.",aspect_summary,Very good build quality,"""After two years of usage, it still looks and feels new. Very good build quality , sound is top notch, battery charges quickly and lasts for days....""",Fantastic build quality,"""... Fantastic build quality . Touch works just fine. Wow 👏🏻 Boss Rocks....""",plastics were feeling a little cheap,"""...The plastics were feeling a little cheap and the voice that says pairing and connected is a little annoying and sounds like those cheap Chinese..."""
0450f25e-4200-4bfd-bbd9-b70ce3d6e3b0,B0D4ZCH5HS,Comfort,Positive,24,24,0,"Customers find these headphones comfortable, with one mentioning they fall asleep without ear pain, and another noting the perfect fit is crucial for comfort.",aspect_summary,cushioned headband,"""...3. Designed for comfort and fit: Lightweight with a cushioned headband and ear pads hinged to an articulated aluminium frame, QC Ultras are designed...""",comfort,"""...The combination of sound quality, comfort , and advanced features makes these worth every penny....""",Super comfy,"""...3. Comfort: Super comfy ! Lightweight with soft ear pads, these are perfect for long listening sessions without any ear fatigue. 4...."""
2ea2ba77-17cb-4ecf-a494-e76156c6fac1,B0D4ZCH5HS,Quality,Positive,22,22,0,Customers find these headphones excellent in performance.,aspect_summary,Best headphones ever,""" Best headphones ever . Got these for 23K in an Amazon sale.""",Too good,"""...Noise cancellation is really top notch. Too good .""",Great product,""" Great product and good value Delivered as promised in original packing"""
6f17120b-f126-4fb6-b4da-e72a7e1cf0a5,B0D4ZCH5HS,Sound quality,Mixed,68,46,22,"Customers have mixed opinions about the headphones' sound quality, with some finding them crystal clear and praising their noise cancellation capabilities, while others report issues with no sound at all and mention problems with weird air passing sounds.",aspect_summary,crystal clear to my ears,"""...Other than that, the rest is crystal clear to my ears . 2. Active Noise Cancellation: Not seen better ANC in this price range....""",sound is nothing short of amazing,"""...Sound Quality: The sound is nothing short of amazing . Bose has perfected the balance of deep bass, crisp highs, and clear mids....""",Noise Cancellation,"""...2. Noise Cancellation : Bose really nails it with the ANC—it’s strong but smart, adjusting as needed to block out the world...."""
2aae7a76-3e87-438c-b676-2c33c86a53b9,B0D4ZCH5HS,Value for money,Mixed,37,14,23,"Customers have mixed opinions about the headphones' value for money, with some finding them totally worth it while others feel they are not worthy of the price.",aspect_summary,exorbitant price,"""...Despite its exorbitant price , it doesn’t compete with the AirPods Pro 2, which uses the Apple H2 chip....""",attractive price,"""...Got these an attractive price in Feb 2025. 1....""",PRICE BIT HIGHER,"""...4.COMFORTABLE TO WEAR CONS: 1. PRICE BIT HIGHER ( BEST TO BUY AT OFFER SALES) 2.MIC IS BETTER NOT BEST..."""
fb4f2ee8-e200-484d-8de3-feff51bfc030,B0D4ZCH5HS,Build quality,Mixed,30,17,13,"Customers have mixed opinions about the headphones' build quality, with some finding them nice and reliable for travel, while others report extremely poor earpads and a flimsy design.",aspect_summary,materials feel premium,"""...and Build: The sleek, modern design looks fantastic, and the materials feel premium ....""",ear cushions are not good,"""...should have multiple touch controls which is lacking, ear cushions are not good and falling apart after 5-6 month of usage, extremely bad customer...""",strong but smart,"""...2. Noise Cancellation: Bose really nails it with the ANC—it’s strong but smart , adjusting as needed to block out the world...."""
040f4055-af66-485a-9413-36a4dad73815,B0D4ZCH5HS,Battery life,Mixed,15,9,6,"Customers have mixed experiences with the headphones' battery life, with some reporting good performance while others mention quick drain and issues with battery longevity.",aspect_summary,battery life is stellar,"""...Battery Life: The battery life is stellar ....""",result in some battery drain,"""...Unfortunately, this did result in some battery drain ....""",Battery Life,"""...4. Battery Life : Lasts up to 24 hours with ANC on, and a quick charge is there when you need it. Reliable for travel or just a busy day...."""
019ea18b-9230-413f-8979-d8de19634a38,B0D4ZCH5HS,Connectivity,Mixed,14,8,6,"Customers have mixed experiences with the headphones' connectivity, with some finding it very good while others report issues, particularly with compatibility with Mac laptops.",aspect_summary,toggle between two devices,"""...5. Connectivity: The Bluetooth 5.3 is enabled, and it can toggle between two devices at the press of a button (say, phone and laptop). 6....""",Bluetooth remained connected for hours,"""...However, I did encounter one unusual issue— Bluetooth remained connected for hours even after removing the headphone, instead of disconnecting and...""",can connect to two devices at once,"""...5. Connectivity: The Bluetooth is stable, and it can connect to two devices at once , so you can switch between your phone and laptop easily...."""
695003c3-f77e-4fda-beea-9fd49f10849a,B0C6KKQ7ND,Quality,Positive,26,23,3,"Customers find these headphones to be of good quality, with one customer noting the premium plastic build and another mentioning they perform better than Sony 720N headphones.",aspect_summary,modern design,"""...☀️ Pros:- ⚒️ First off, they look good. The sleek, modern design , paired with memory foam ear cups, makes them really comfortable, even...""",design feels premium,"""...Battery life is outstanding, and the design feels premium . Easily one of the best wireless headphones in this price range. Highly recommend!""",powerful,"""...fan of bass-heavy tunes, the Bass Boost mode will blow you away—it’s powerful and immersive...."""
18a709c7-4848-4747-87e6-be8f12236de2,B0C6KKQ7ND,Value for money,Positive,19,14,5,"Customers find these headphones offer good value for money, with one customer noting the amazing padding and cushion at this price point, while another mentions they sound like headphones costing 1000 Rupees.",aspect_summary,best wireless headphones in this price range,"""...Easily one of the best wireless headphones in this price range . Highly recommend!""",worth every penny,"""...These headphones strike a perfect balance, making them worth every penny . Whether it's crisp highs, rich mids, or booming lows, they won't disappoint.""",expensive headphones,"""...would have preferred hardshell case for travel use, these are expensive headphones . 5...."""
3017bf50-cd30-4abc-a846-dba23b50afff,B0C6KKQ7ND,Functionality,Positive,14,11,3,"Customers report that all features of the headphones work well, with one customer specifically mentioning good performance during calls and another noting compatibility with MX Player.",aspect_summary,working fine,"""...It is working fine and have good sound effects.""",useful features,"""...They also have useful features like wear detection that automatically pauses audio when we remove the headphone and starts it again when we wear it....""",all working,""" all working but youtube cant work with this headphone"""
baf3627f-fa0f-408f-bb17-6c8c37a0c464,B0C6KKQ7ND,Comfort,Positive,13,13,0,"Customers find these headphones comfortable and soft, with a good fit.",aspect_summary,really comfortable,"""...modern design, paired with memory foam ear cups, makes them really comfortable , even if you're wearing them for hours....""",super comfortable for long use,"""...with punchy bass, top-notch noise cancellation, and super comfortable for long use . Battery life is outstanding, and the design feels premium....""",comfortable with it,"""...Build quality is 10/10, bit on the heavier side but I'm comfortable with it , performance is good, connectivity is solid...."""
397f35d0-9061-458e-a215-ca807d59d50d,B0C6KKQ7ND,Battery life,Positive,10,10,0,"Customers are satisfied with the headphones' battery life, with one customer noting it performs better than Sony headphones.",aspect_summary,Battery life is a standout feature,"""...🔋 Battery life is a standout feature here up to 20–30 hours with ANC on/off Plus, if you’re ever in a rush, a quick charge gives you several hours...""",Battery life is outstanding,"""... Battery life is outstanding , and the design feels premium. Easily one of the best wireless headphones in this price range. Highly recommend!""",Battery backup,"""...A little laggy with multiple connectivity. Battery backup , sound & build quality is superb as per price I get ."""
a0e65e09-c2e9-4630-ac5b-ccf51445c627,B0C6KKQ7ND,Sound quality,Mixed,43,30,13,"Customers have mixed opinions about the headphones' sound quality, with some praising the good sound and noise cancellation, while others report that the sound is very low and not suitable for bass enthusiasts.",aspect_summary,good job blocking out background noise,"""...It does a good job blocking out background noise , .There’s also a transparency mode, which is handy when you need to stay aware of your...""",Excellent sound quality,"""The Soundcore Space One headphones blew me away! Excellent sound quality with punchy bass, top-notch noise cancellation, and super comfortable for...""",Good sound,""" Good sound , bass & mid notes. Especially you can adjust it by own testing with sound core app. A little laggy with multiple connectivity...."""
06febb7a-981e-4f60-a91f-5532edceb963,B0C6KKQ7ND,Build quality,Mixed,13,9,4,"Customers have mixed opinions about the headphones' build quality, with some finding them good while others note the plastic construction.",aspect_summary,build quality is superb,"""...Battery backup , sound & build quality is superb as per price I get .""",Build quality is 10/10,"""Loved it overall but sound could've definitely been louder. Build quality is 10/10 , bit on the heavier side but I'm comfortable with it, performance...""",might not feel super premium,"""...head’s in a vice, but the build is mostly plastic, which might not feel super premium . 🎷 When it comes to sound, they don’t disappoint...."""
fc25958d-a7a3-4b95-8310-727c15cd9f2a,B0C6KKQ7ND,Connectivity,Mixed,9,4,5,Customers have mixed experiences with the headphones' Bluetooth connectivity.,aspect_summary,little laggy with multiple connectivity,"""...A little laggy with multiple connectivity . Battery backup , sound & build quality is superb as per price I get .""",connectivity is solid,"""...heavier side but I'm comfortable with it, performance is good, connectivity is solid . Absolutely love the ""headphone off-music pause"" feature.""",lags in bluetooth connectivity,"""...worse and not upto the mark having bluetooth 5.3 it still lags in bluetooth connectivity and the app is really bad and requires some upgradation."""
36677fbc-8fe7-43c8-92ca-1fb705daa753,B08G1ZBKGP,Quality,Positive,39,39,0,"Customers find these headphones to be of excellent quality, particularly praising their noise cancellation capabilities.",aspect_summary,ANC is very good for day to day use,"""... ANC is very good for day to day use with a slight chop-off at the base end, but that is anyway not noticeable in a noisy environment....""",Best Base,"""Best Product, Best Base , High Quality Sound, High Class Branch, Amazing looks""",decent one,"""...It’s a decent one , I did have expectations of it but at this range I wouldn’t have picked this if I tried it out first..."""
b26f91a8-426a-4106-84e3-badbe273a511,B08G1ZBKGP,Fit,Positive,7,7,0,"Customers like how the headphones fit, with one mentioning they are compact.",aspect_summary,fits comfortably,"""...It’s does seem a little smaller than the pictures online but fits comfortably Cushions feel good- soft and doesn’t hurt the ears...""",fits well,"""Bit tight, but fits well """,fit my Hesh ANC pretty well,"""...So, my replacement earcups just arrived and they happen to fit my Hesh ANC pretty well . I've attached pics for reference."""
7a506133-6603-48b6-ac16-f28ba27a6819,B08G1ZBKGP,Sound quality,Mixed,70,43,27,"Customers have mixed opinions about the headphones' sound quality, with some praising the full bass gaming performance and noting they're not noticeable in noisy environments, while others find them unsatisfactory and report issues with noise cancellation.",aspect_summary,Sound quality over Bluetooth is actually better,"""... Sound quality over Bluetooth is actually better than that over the cable, which is mildly surprising. Battery life is very decent....""",very precise sound quality,"""...after a particular time otherwise has good battery life and very precise sound quality """,High Quality Sound,"""Best Product, Best Base, High Quality Sound , High Class Branch, Amazing looks"""
98e840f4-fd6a-4b8b-993c-16bf241d5efc,B08G1ZBKGP,Value for money,Mixed,45,22,23,"Customers have mixed opinions about the headphones' value for money, with some finding them worth buying while others say they are not worth the money and warn about poor quality.",aspect_summary,not worth the cost,"""...] I was happy when I first got it but it's absolutely not worth the cost - sound quality eventually became so bad as time passed....""",great price,"""Amazing product at a great price ! First, the audio quality- uniquely detailed....""",value for money,"""...Overall, sound, comfort, aesthetic, charging, is good But value for money , the abrupt silence from switching modes, no eq and the loose sliders..."""
a8c6fa23-8b04-49ec-b25d-1acd45a1d9a5,B08G1ZBKGP,Comfort,Mixed,25,13,12,"Customers have mixed opinions about the headphones' comfort, with some finding them really comfortable and appreciating the soft touch plastic, while others report they are uncomfortable to wear and too tight.",aspect_summary,soft touch plastic,"""...Build quality is very decent with soft touch plastic and metal headband. I think these will last a long time. Would highly recommend this product.""",cramped,"""...The buttons are placed below the head set and are cramped , rubber material...""",comfortable to use overtime,"""...2. Earcups have memory foam, which makes them more comfortable to use overtime . 3. Headband has sufficient padding as well. 4...."""
2c231b48-0b5c-45d1-b6e7-c1e0fb6ae4c7,B08G1ZBKGP,Build quality,Mixed,20,7,13,"Customers have mixed opinions about the headphones' construction, with some praising their build quality while others report issues with poor construction and damaged cushions.",aspect_summary,poorly made,"""...I strongly recommend avoiding this product. It’s overpriced, poorly made , and doesn’t live up to its claims. A complete waste of money!...""",Build quality is Okay,"""...Apart from that everything else is okay. Build quality is Okay ....""",provide damage product,"""...n't buy any one it's totally loss sound quality very poor and provide damage product and I'll call amazon customer care no response not return this..."""
c423a881-ce99-44fe-82b9-a1635c6bce07,B08G1ZBKGP,Battery life,Mixed,17,11,6,"Customers have mixed experiences with the headphones' battery life, with some reporting great performance while others find it poor.",aspect_summary,long hours are guaranteed with this pair on,"""...light weight and great padding really helps, since long hours are guaranteed with this pair on ....""",poor battery life,"""Great sound but poor battery life , I have been using it for over a year now and the battery has given up.""",good battery life,"""...that is disconnected after a particular time otherwise has good battery life and very precise sound quality"""
a755de92-35e0-45e4-910b-123fcf28ac09,B08G1ZBKGP,Connectivity,Mixed,11,7,4,"Customers have mixed experiences with the headphones' Bluetooth connectivity, with some reporting good performance while others mention issues with disconnection and inability to pair.",aspect_summary,connectivity is good,"""...and efficient headphones with premium quality and fit and connectivity is good 😊 battery life is also good and apperance is great...""",disconnected after a particular time,"""Only one thing makes me angry aboutit that is disconnected after a particular time otherwise has good battery life and very precise sound quality""",Paired very quickly,"""Product was recieved in excellent condition . Paired very quickly and simple to use . The sound quality is pretty great ...."""
2a2b86c6-335b-460e-bdec-0cc33741357f,B0CQKDKPS6,Value for money,Positive,39,30,9,"Customers find these headphones to be excellent value for money, with one customer noting they offer the best sound quality for the price.",aspect_summary,gem in this budget,"""...I genuinely feel these headphones are a gem in this budget , and even offer great value compared to higher-tier options....""",excellent headphones,"""...Other than that it is excellent headphones !!""",impressed with he build quality,"""...Overall.. I am impressed with he build quality and attention to design details. It does look classy and premium headphone, no doubt in that...."""
68d2ec14-974d-432b-9a31-c585860bc2c2,B0CQKDKPS6,Comfort,Positive,18,18,0,"Customers find these headphones comfortable, with one customer noting that long sessions are not painful or sweaty, and another mentioning the plush foam pads.",aspect_summary,comfortable listening,"""...I believe no one will regret buying these headphones. For comfortable listening , a volume of approximately 70% to 80% on an iPhone with Apple...""",comfort,"""...First coming to the pros: PROS: 1. It's design & comfort : It has a very unique design, the company has done very good R&D for this...""",no pain behind the ear,"""...stretch I can easily use it for long 3 hours, no headache, no pain behind the ear , no overhead pain I felt. (queries) Insta id: pritam16raha"""
2736aca9-10a3-4b8f-a7dd-0b60d75b8ea9,B0CQKDKPS6,Battery life,Positive,14,14,0,"Customers praise the headphones' battery life, with one customer noting they can be worn all day long.",aspect_summary,battery backup is also good,"""...But for normal use, I believe it is sufficient. The battery backup is also good ....""",battery backup,"""...6. Battery: The USP for this headphone is its battery backup . Company claims 50 hours of battery backup....""",easily use it for long 3 hours,"""...In single stretch I can easily use it for long 3 hours , no headache, no pain behind the ear, no overhead pain I felt...."""
3a779c77-0028-4c31-bd67-26c62ad49e27,B0CQKDKPS6,Connectivity,Positive,11,8,3,"Customers praise the headphones' Bluetooth connectivity, which pairs seamlessly with any device.",aspect_summary,connectivity is reliable with two devices,"""...The touch controls function smoothly, and the connectivity is reliable with two devices ....""",connects seamlessly with my iPhone,"""...Well it connects seamlessly with my iPhone , but in case of android phone I tried to connect, the phone bluetooth was not able to search this...""",Seamless Bluetooth Connection,"""Pros: Seamless Bluetooth Connection : Let me tell you, the Bluetooth 5.2 on the Sennheiser Accentum Plus is a game-changer...."""
2322ed28-71cd-4287-a150-ca09f3e1919d,B0CQKDKPS6,Charging speed,Positive,7,7,0,Customers appreciate the headphones' quick charging capability.,aspect_summary,latency is quite good,"""...For gaming, there is negligible lag when playing BGMI, so the latency is quite good . They don’t feel heavy, and the clamping force is comfortable....""",Quick Charging,"""... Quick Charging : One thing I really appreciate is the quick charge feature....""",connects very fast,"""...No issues in connectivity, it connects very fast and easily..."""
952db5e8-2683-4711-8684-ab44b47ad85e,B0CQKDKPS6,Sound quality,Mixed,49,33,16,"Customers have mixed opinions about the headphones' sound quality, with some praising the fabulous sound and good audio customization, while others report that the sound is too low and the noise cancellation is non-existent.",aspect_summary,bass is up to the mark,"""...Overall, I’m happy with the product. The bass is up to the mark —sometimes it feels a little on the higher side, but that could be due to my personal...""",Active Noise Cancellation,"""...Overall I'd give the audio quality a 4 * rating. 4. Active Noise Cancellation : It works decently in terms of ANC, almost 80% outside noise gets...""",Awesome sound quality,""" Awesome sound quality ."""
d97c341c-8bbc-4ca2-878a-d6536d4185d0,B0CQKDKPS6,Touch control,Mixed,17,10,7,"Customers have mixed experiences with the touch controls, with some finding them good while others report that they don't work consistently.",aspect_summary,touch controls function smoothly,"""...The touch controls function smoothly , and the connectivity is reliable with two devices....""",touch response are not consistent enough,"""...headphone lags very much in this feature since the touch response are not consistent enough . I'll give 2 * rating for this feature....""",Touch control works smoothly,"""...Fits perfectly your head. * Touch control works smoothly *High value for money . *Great mic quality *Great ANC..."""
a05e57ab-3400-489e-b36f-cb08dc70a960,B0CQKDKPS6,Functionality,Mixed,8,5,3,"Customers have mixed experiences with the headphones' functionality, with some finding them superb while others report technical issues.",aspect_summary,very compatible with iPhone and iPad,"""...2. Connectivity: It is claimed to be very compatible with iPhone and iPad and works with android....""",Works superbly,"""... Works superbly . Writing this review after 3-4 days of usage.. here are pros and cons I can think of as of now.. Pros: 1....""",buggy as hell,"""...the headphones - this feature could be useful, but currently it is buggy as hell ...."""
d03616fe-f2e4-410d-9216-9b5fd9d5596b,B00HVLUR86,Sound quality,Positive,746,604,142,"Customers praise the headphones' sound quality, particularly noting the perfect volume and non-overpowering bass, with one customer mentioning that sounds are nearly completely deadened from the surrounding environment.",aspect_summary,sound output is to the point,"""The sound output is to the point ! There's no unnecessary bass (low ends) that diminish the clarity of music....""",can hear out of one ear independently,"""...the earpieces both flip over 180º so you can hear out of one ear independently and, each yoke also pivots 90º so each earpiece can be folded to lie...""",Sound,"""...Separation: 10/10 Sound isolation, passive: 7/10, 8/10 with the pads replaced."""
0d3ea8c0-4ddd-42be-8c29-c95c81b13a04,B00HVLUR86,Quality,Positive,451,439,12,"Customers find these headphones to be of high quality, with one customer specifically noting the excellent audio cables.",aspect_summary,It's just right,"""...A track mixed with these will never be too sibilant or bass-heavy. It's just right ....""",good quality headphones,"""...sound with strong punchy bass and are looking to upgrade to good quality headphones this is the one to get....""",built quality of the headphones,"""...This however is also a testament to the built quality of the headphones as they were in perfect condition despite the heavy beating the packaging..."""
13ceb68f-5667-4477-a83d-77e5fcdc26c3,B00HVLUR86,Value for money,Positive,251,214,37,"Customers find these headphones to be well worth their price, particularly noting they are among the best sounding options under $10,000.",aspect_summary,worth the replacement,"""...The earpads are Rs. 999 and they are totally worth the replacement . You get the feel of new headphones as soon as you replace them....""",great price,"""...music while relaxing at home and wants the best sound quality at a great price , I would highly recommend you get yourself a pair (or two) of these...""",Worth every penny,""" Worth every penny . Got it for a very good deal."""
c878d29f-9db3-45a7-8c2f-1414df747f7b,B00HVLUR86,Build quality,Positive,210,156,54,"Customers praise the headphones' solid construction, noting they are well-suited for long periods of use and can be worn for hours. One customer mentions the heavy-duty detachable cables.",aspect_summary,wires are as thick as ropes,"""...The wires are as thick as ropes and they'll not wear out anytime soon. The hinges and joints where headphones swivel are also very strongly built....""",feels very durable,"""...It's an amazing choice even solely for listening to music. It feels very durable too! The cables are detachable....""",solid,"""...not pull any punches with the m50's construction, the headphones are solid and sturdy.. You don't hear any squeaks or otherwise unnecessary sounds..."""
dada87c2-94a4-43cc-b7df-600add073c63,B00HVLUR86,Clarity,Positive,103,100,3,"Customers praise the headphones' clarity, particularly noting their clear mids and highs, treble, and ability to hear every detail.",aspect_summary,better clarity in high end,"""...and compared to HD 598 these headphones still have better clarity in high end (treble) and much more punch in the low end...""",clear enough to listen to the details,"""...The optimum impedence levels of 38 Ohms make it clear enough to listen to the details and efficient enough to run even on Mobile Phones without the...""",immensely revealing,"""...The M50x has excellent reproduction and it's immensely revealing . More so than the M40x. The sound stage is wide for a closed back headphone...."""
52c7b58e-4fcb-433a-a9ab-3368ff12276a,B00HVLUR86,Cable length,Positive,74,62,12,Customers appreciate the three detachable cables with different lengths that come with these headphones.,aspect_summary,coiled for longer distances of cable,"""...are three of them supplied in the box, one of which is coiled for longer distances of cable ....""",option of a 2 straight cords,"""...It comes with the option of a 2 straight cords or a coiled cord....""",comes with 3 different cables,"""...Best of all it comes with 3 different cables for you kind of use. I find the 3 meter coiled cable best for me...."""
b1cfe175-0a84-461a-8d46-d3c9bdea860f,B00HVLUR86,Comfort,Mixed,215,134,81,"Customers have mixed opinions about the headphones' comfort, with some finding the ear cup padding soft enough while others report discomfort after 2-3 hours of use and ear soreness.",aspect_summary,great feeling,"""...Regardless of the two minor cons that I mentioned, these are a great feeling and well constructed headphones. Performance...""",become really comfortable,"""...It WILL loosen up a bit with time and become really comfortable . The folds and turns feel solid and the fold-in mechanism is satisfyingly clicky....""",wearing them beyond 4 hours is very difficult,"""...However, they get very warm in summer, and wearing them beyond 4 hours is very difficult due to pressure behind the earlobe as I wear spectacles...."""
2d7d3b77-0504-4305-a7e6-6288c3c14778,B00HVLUR86,Weight,Mixed,108,46,62,"Customers have mixed opinions about the headphones' weight, with some finding them quite light and compact, while others note they become heavy after extended use and can cause headaches.",aspect_summary,not suitable for use on the road or travel,"""...However, they are not suitable for use on the road or travel because there's just noise isolation and not noise-cancellation....""",light enough at 10 oz,"""...I wouldn't say they feel weightless, but they are light enough at 10 oz where weight is not an issue....""",looks bulky,"""...Felt lil less of its price. Wore them and i found it looks bulky but the clamping force and design makes it easy cushions are hefty and comfortable..."""
3c0f44a3-94e4-4cca-bdce-b292e133b318,B07L8LTS3J,Value for money,Positive,935,742,193,"Customers find the headphones offer good value for money, with functionality matching the price point.",aspect_summary,best headphones in this budget,"""The best headphones in this budget , I'm 6'3 and I have a big skull and ears but these fit perfectly on my head and are very comfortable!...""",excellent value for money,"""...'re into gaming, music, or multimedia, this headset provides excellent value for money . Highly recommended!""",cheap as hell,"""...Extending the sides for fiting is little rough. But it's cheap as hell tho soo I don't care. Got this for 550 lol."""
f4e5445a-ea8a-4f47-8bec-821432c4655e,B07L8LTS3J,Battery life,Positive,190,944,246,"Customers are satisfied with the headphones' battery life, with one customer mentioning it can run for 3 days non-stop.",aspect_summary,battery life is amazing,"""...Secondly the battery life is amazing , on a single charge I use this for like 40-45 Hrs and it still doesn't stop!...""",battery life of this headphones are amazing,"""...Even the battery life of this headphones are amazing ....""",last all day,"""...Build is little plasticy though.. charges fast , last all day . Mic is not what use I prefer to use laptop mic with noise cancellation...."""
